Electric Zoo (New York),"New York, NY",8/29/14,8/31/14,https://soundcloud.com/peaceloveedm/sets/electric-zoo-2013-essential,9538929,Upcoming,"David Guetta,Dada Life,Nicky Romero,Dimitri Vegas & Like Mike,Wolfgang Gartner,Otto Knows,Armin Van Buuren,Zedd, Benny Benassi,MAKJ,Knife Party,Laidback Luke,Nervo,Cazzette,Madeon,Kaskade,Alesso,Bingo Players,Fedde Le Grand,Showtek,Dash Berlin,Dirty South,Deorro,Vicetone,Chainsmokers"
TomorrowWorld (Atlanta),"Atlanta, GA",9/26/14,9/28/14,https://soundcloud.com/miknus/sets/tomorrowworld2014,39951908,Upcoming,"Avicii,Bassnectar,David Guetta,Dimitri Vegas & Like Mike,Diplo,Kaskade,Martin Garrix,Nicky Romero,Skrillex,Tiesto,Steve Aoki,Zedd,Showtek,Nervo,Tommy Trash,W&W,Dillon Francis,Ferry Corsten,Laidback Luke"
Lollapalooza (Chicago),"Chicago, IL",8/1/14,8/3/14,https://soundcloud.com/john-mcginn-2/sets/lollapalooza-2014,34014741,Upcoming,"Skrillex,Calvin Harris,Zedd,Above & Beyond,Sebastian Ingrosso,Krewella,Martin Garrix,Childish Gambino,Cash cash,Chromeo,Iggy Azalea,Chvrches "
